StartupName,City_Encoded,Investor_Encoded,InvestmentType_Encoded,Amount_Log,Year_Encoded,Month_Encoded,Cleaned_Description
CARS24,58,"[1512, 1397]",48,19.11382792951231,5,9,retail cars24 is an india based platform for selling used cars
Astrogate Labs,9,"[4453, 3929]",48,,5,9,spacetech astrogate labs provides high quality products related to space infrastructure
Power Gummies,102,[4453],48,,5,9,healthtech power gummies are a team of passionate givers who are dedicated to catering nutritional supplements
Cityflo,95,"[472, 1833]",48,15.76142084987672,5,9,transportation cityflo is an urban transportation app that provides comfortable and economical buses for daily commute
AlgoBulls,95,[4453],48,12.206077645517674,5,9,trading platform algobulls is a state of the art trading platform where customers are provided with fully automated algorithmic trading
Credgenics,54,"[133, 840]",48,14.914123179965662,5,9,fintech credgenics is a tech enabled platform backed by titan capital helping fintech lenders and banks in their critical npa reduction
Inntot,78,[4349],48,,5,9,tech company inntot technologies is a technology driven company
Ensuredit,54,[4453],48,12.611541086966115,5,9,fintech ensuredit enables and empowers end customers and insurance intermediaries with ai based product platforms for transformational customer experience
Shipsy,54,"[1054, 4314]",48,15.607270193858982,5,9,ai company shipsy s platform enables data driven decision making enhancing visibility and operational efficiency for supply chain industry
ERPNext,95,[3213],48,13.815511557963774,5,9,tech company erpnext is an open source online erp solution which includes accounting crm inventory purchasing hr support and a lot more
LightSpeedAI,9,"[4685, 4770]",48,,5,9,photonics startup developer of an optoelectronic processor designed to accelerate ai computations
Grip Invest,54,[1489],48,,5,9,fintech grip is an investment platform that allows retail investors to make small ticket investments in physical assets that earn lease income
Unacademy,9,"[1194, 4235]",48,,5,9,edtech unacademy is an online learning platform providing educational content such as video lectures and examinations
Yellow Classes,54,[1833],48,14.077875591662238,5,9,edtech new age fun learning platform for kids
Plum,9,"[4075, 4149]",48,15.226497775576945,5,9,healthtech high quality health insurance and health benefits
STAGE,67,[4453],48,13.815511557963774,5,9,entertainment stage is an indian language content platform for artist led entertainment
Nykaa,95,"[246, 2125]",48,,5,9,cosmetics nykaa is an online marketplace for different beauty and wellness products
Kaagaz Scanner,183,[3068],48,13.26212705890841,5,9,scanning app kaagaz scanner is the indian replacement to banned cam scanner app
NIRA,9,"[4179, 4178]",48,13.815511557963774,5,9,fintech nira promotes financial inclusion by creating simple transparent products that empower individuals to live a life of choice and freedom
Prolixr,54,"[245, 1160]",48,,5,9,skincare startup a premium skincare brand committed towards building innovative skin care wellness
Byju's,9,"[2907, 4235]",48,19.11382792951231,5,9,edtech byju s is an educational technology company that develops personalized learning programs for k 12 students
DaMENSCH,9,"[4623, 2491]",48,15.607270193858982,5,9,e commerce damensch is a designer and seller of men s apparel
Country Delight,58,"[2897, 2491]",48,17.034386422832473,5,9,food and beverages country delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep
SignalX,60,"[52, 32, 1722]",48,13.592368256649284,5,9,ai startup signalx offers an artificial intelligence powered saas platform
Lancify,9,"[4178, 4179]",48,12.611541086966115,5,9,edtech lancify is building the world s strongest young workforce
Krimanshi,74,"[3230, 76]",48,13.304686600863562,5,9,biotechnology company krimanshi aims to increase rural income by improving the productivity of indian cattle with better quality feed
Instoried,9,"[4453, 3538]",48,13.815511557963774,5,9,ai startup instoried is an augmented writing platform which improves customer interest and engagement
PlayerzPot,95,[],48,14.914123179965662,5,9,gaming startup favorite fantasy cricket football kabaddi leagues online to win daily cash and prizes
Instamojo,9,"[667, 1598]",48,,5,9,fintech instamojo is an on demand payments platform that enables entrepreneurs to build manage and grow their business online
Turtlemint,95,"[2761, 1200]",48,17.216707972959764,5,9,healthtech turtlemint has built indian personalized insurance platform
Arata,102,[1047],48,13.815511557963774,5,9,e commerce arata is an e commerce site for beauty products and cosmetics
MPL,9,"[2980, 706]",48,15.424948670398354,5,9,gaming startup mobile premier league is a skill based esports platform used to offer cash prizes while playing games
True Balance,54,"[1737, 3508]",48,17.147715103853763,5,9,fintech true balance is a digital wallet that enables users to access utility bill payment and other financial products
Thrive,95,"[4623, 198]",48,,5,9,foodtech thrive is all in one restaurant ordering suite for table ordering pickup and delivery with marketing in built
Kitchens Centre,102,"[2036, 442]",48,,5,9,proptech kitchens centre offers turnkey solutions to cloud kitchens
Prescribe,31,[4248],48,11.51293546492023,5,9,healthtech provide online services to patients by leveraging whatsapp
Nepra,4,"[556, 100]",48,16.705882371415992,5,9,cleantech nepra resource management provides waste management solutions in india
inFeedo,54,"[2987, 3404]",48,14.978661680269907,5,9,saas startup infeedo is a predictive people analytics company helping 300 000 employees in 100 companies make their voice feel heard and valued
Shilpa Sciences,9,[389],48,,5,9,healthtech shilps sciences is a healthtech platform that claims to have solved gene editing by accelerating single gene cell applications
Arzooo,9,"[31, 1967]",48,,5,9,tech startup b2b retail tech platform transforming 300 000 smes in electronics space with its flagship go store product
MindTickle,127,"[893, 2752]",48,18.420680753952364,5,9,saas platform mindtickle offers the industry s most comprehensive sales readiness solution for closing knowledge and skill gaps in customer facing teams
Krimanshi,74,"[3230, 76]",48,13.304686600863562,5,9,biotechnology company krimanshi aims to increase rural income by improving the productivity of indian cattle with better quality feed
Slice,9,"[745, 1597]",48,15.424948670398354,5,9,fintech slice is a card for first time credit card users they are inventing the future of finance for young indians
Rapawalk,9,"[3635, 3321]",48,12.611541086966115,5,9,e commerce rapawalk is an online brand that offers a personalized service of creating your own shoes
Oga Fit's,9,[52],48,,5,9,fitness startup the new age home workout app that gives you an unmatched boutique digital fitness studio experience
LAVAL,9,[2012],48,,5,9,cosmetics laval cosmetics affordable makeup for all ages
Stride Ventures,102,[3859],48,18.197537205138154,5,9,venture capitalist stride ventures is a venture capital firm in india which aims to invest in innovative startups across the country
BlackSoil,95,[],48,16.118095750958314,5,9,fintech blacksoil advisory is an independent boutique advisory firm
Biocon,9,[1532],48,16.52356082573315,5,9,healthcare biocon is a healthcare and technology company focused on biotechnology
Clientjoy,51,"[2282, 2053]",48,13.592368256649284,5,9,saas startup client management software for modern agencies
Xpressbees,127,"[248, 1890]",48,18.420680753952364,5,9,e commerce xpressbees is an e commerce logistics company that provides reliable logistics solutions to its partners
GalaxyCard,54,[1821],48,,5,9,fintech mobile based instant credit card easiest way to get a credit card get one in 3 minutes
Wellness Forever,95,"[3017, 254]",48,18.420680753952364,5,9,healthtech wellness forever is the one stop destination for wellness
MoooFarm,54,"[2725, 3422]",48,13.122365377402328,5,9,agritech mooofarm is an information technology company that bridges the technology gap to help marginalized dairy farmers
BitClass,9,"[75, 1348, 4607]",48,14.508658238524095,5,9,paas startup bitclass is a paas solution which helps teachers set up their independent live classes
Gonuts,95,"[4100, 506]",48,12.899222326086994,5,9,entertainment personalised video shoutouts from favourite celebrity
Uolo,9,"[3271, 3122]",48,14.508658238524095,5,9,edtech uolo technology is founded by paranoid parents who want to make a difference to preschool experience
Kirana King,71,[3230],48,13.710151153416941,5,9,retail a revolutionary idea of standardization digitization centralization to traditional grocery system
Jade Forest,38,[],48,12.429220196836383,5,9,beverages naturally the best from zero artificial ingredients in our drinks to the way they make you feel we bring you a bespoke range of natural mixers
iKure,80,"[3312, 1864, 438]",48,,5,9,healthtech ikure is a social enterprise that delivers primary healthcare and wellness prevention services to communities in india
FrontRow,9,"[2307, 1248, 1097]",48,14.978661680269907,5,9,edtech comprehensive courses taught by idols
Reliance Retail,95,"[129, 1430]",48,16.118095750958314,5,9,e commerce reliance retail ventures limited is a subsidiary company of reliance industries limited
TUBBR,45,[1510],48,,5,9,social media world s first personal social network
Ather Energy,9,[1681],48,17.370858648025116,5,9,automobiles ather energy is a manufacturer of electric scooters
Routematic,9,"[4397, 2703]",48,14.508658238524095,5,9,saas startup vision is to enable a safer and more comfortable commute to work for employees of india inc
LivFin,102,"[1033, 2064]",48,15.363073279446223,5,9,fintech livfin is a non banking financial company registered with the reserve bank of india rbi
Universal Sportsbiz Pvt Ltd,9,"[131, 283]",48,,5,9,fashion startup a fashion startup based in bengaluru
Lattu Kids,95,[2649],48,,5,9,edtech lattu kids is an edutainment platform for preschool kids
Eggoz,67,"[88, 3347]",48,14.220976332738882,5,9,food bevarages eggoz is a brand of fresh and chemical free eggs produced in tech enabled nutrition engineered deep integration partnership with farmers
Steradian Semiconductors,9,[1267],48,,5,9,deeptech semiconductor company focused on cmos millimeter wave products for radar
CHARGE+ZONE,51,[2645],48,14.914123179965662,5,9,ev startup charge zone provides services in renewable energy solutions product development and software engineering company
Stones2milestones,54,"[2531, 1256]",48,14.508658238524095,5,9,edtech stones2milestones is india delhi based edtech company
Udacity,28,"[1674, 1812]",48,18.132998684833918,5,9,edtech udacity develops an online learning platform offering programs in artificial intelligence machine learning and robotics sector
AjnaLens,169,"[2606, 2580]",48,13.815511557963774,5,9,ar vr startup ajnalens develops ar vr wearables primarily for the defence education and enterprise customers
Gully Network,9,"[881, 2897]",48,13.997832948091215,5,9,e commerce gully network is a tech enabled network of mid sized grocery stores
TurboHire,60,"[2150, 2981]",48,13.815511557963774,5,9,recruitment startup talent intelligence platform for enterprises that helps recruiters discover the right candidates for a job using a human like ai
Traya,95,"[2077, 4623]",48,,5,9,healthtech work with our customers closely to get their hair health sorted for long term effective results
Charcoal Eats,95,[2337],48,14.508658238524095,5,9,qsr startup in the last five years have served over 1 5 million orders and enjoy high customer satisfaction
Mitron TV,9,[52],48,,5,9,video platform mitron is a free short videoplatform for next generation
Svami,95,"[2794, 3480]",48,13.592368256649284,5,9,food bevarages svami is the result of three seasoned drinkers extending their love for libations to the larger world of drinks
Dhurnia,40,"[936, 2583]",48,11.51293546492023,5,9,edtech developer of an online learning platform intended for various competitive exam preparations
Expertrons,95,"[3435, 4028]",48,,5,9,edtech expertrons is an ai video bot platform created to help students and professionals prepare for interviews
Leena AI,108,"[240, 2021]",48,15.894952224644102,5,9,ai startup leena ai offers a human resource management platform that transforms employee experience with conversational ai
Bizlog,9,[1734],48,13.815511557963774,5,9,logistics bizlog value chain enables re commerce and circular economy through unique reverse logistics engine
Tamasha.live,95,"[52, 4248, 1357]",48,12.611541086966115,5,9,gaming tamasha offers a platform for influencers to host live video based real money contests and games
Fedo,9,[76],48,13.815511557963774,5,9,ai startup artificial intelligence based credit score for health
FabHotels,54,"[3166, 1532]",48,13.815511557963774,5,9,hospitality fabhotels is the online aggregator for hotel rooms it aims to provide standardized services at economical budgets
AdonMo,9,[455],48,14.914123179965662,5,4,ad tech it is an online and outdoor advertising company
RACEnergy,183,"[1584, 3099]",48,,5,4,e mobility it builds electric vehicles and supporting infrastructure
BharatPe,38,[977],48,18.420680753952364,5,4,fintech digital payments platform
Vogo,9,[2318],48,17.370858648025116,5,4,automotive a scooter sharing platform allowing users to rent a two wheeler from specific designated pick up points
Yolo,54,[4330],48,13.304686600863562,5,4,transport intercity transportation startup
Unotech,95,[2436],48,14.508658238524095,5,4,saas it develops fully customisable open source software
Zetwerk,9,[1892],48,14.603968372873895,5,4,marketplace b2b marketplace that connects manufacturing companies for industrial equipements
WizKlub,9,[1818],48,13.797887174390643,5,4,edtech helps students solve problems at complex level
Interviewbit,127,"[4235, 3718, 3844]",48,19.11382792951231,5,4,edtech platform that provides coding and interview preparation course by industry professionals from tech companies
MoneyTap,183,"[501, 3178, 3726]",48,18.06664803480626,5,4,fintech app based consumer credit line that gives customers access to credit on tap
Uniplatform Tech,38,"[1401, 4016]",48,,5,4,saas runs real estate saas platform multiplymyleads com
Bizongo,95,[3698],48,17.216707972959764,5,4,marketplace a b2b marketplace for packaging materials
AppsFlyer,9,[1492],48,19.162618093443648,5,4,saas mobile marketing analytics and attribution platform
Digit Insurance,9,"[59, 1321, 4136]",48,18.24632736871235,5,4,insurtech general insurance company
Livspace,9,"[4141, 2533]",48,17.909855136853043,5,4,interior design it offers end to end home design experience for homeowners and home designers
GetVantage,95,"[3597, 4453]",48,,5,4,fintech revenue based finance provider
Konfinity,111,[383],48,,5,4,edtech provides online coding courses
Pine Labs,111,[2483],48,,5,4,fintech retail payment and hardware company
Instoried,38,"[3538, 952]",48,,5,4,saas augmented writing platform which improves customer interest and engagement
Nupay,58,[4453],48,,5,4,neo banking integrated platform for receivables and payables automation electronic invoicing reconciliations and bank payouts
Samosa Singh,9,[3760],48,14.80876270134486,5,4,food offers hygienic indian snacks
Crysta,38,"[1559, 245, 3343, 2986, 3985, 2248, 1172]",48,14.154409134355294,5,4,healthtech offers diagnostic and screening services with regular counselling and clinical data management
Bounce,9,"[135, 662]",48,18.46947091764561,5,4,automotive and rentals offers a variety of bikes and scooters that can be rented on a subscription basis
Park+,183,"[3715, 2491]",48,16.213405921671733,5,4,techonology it is engaged in bringing digitization in parking
Goodmylk,9,"[1499, 1252, 3611, 4434]",48,12.899222326086994,5,4,dairy provides vegan dairy products
Skylo,183,[3889],48,18.450239555902648,5,4,iot provides affordable and ever present network that connects machines or sensors
Tea Trunk,49,[383],48,12.301387370778713,5,4,beverage global premium tea brand
Zoomcar,9,[3916],48,17.216707972959764,5,4,transport rentals a car rental service platform
Mera Cashier,111,"[339, 2434]",48,12.429220196836383,5,4,fintech app meant for small and micro businessmen to manage their transactions digitally
Kristal AI,183,[956],48,15.607270193858982,5,4,ai provides algorithm based financial services
Invento Robotics,183,"[4627, 1788]",48,12.547180549395199,5,4,ai robotics known for mitra series of robots
Sabse Sasta Dukaan,80,[383],48,,5,4,pharmaceutical online pharmacy dealing in medicines
Fitphilia,95,[383],48,,5,4,healthtech provides iot enabled treadmill
Medicus,95,[383],48,9.44943600950432,5,4,healthtech ai based platform that explains and interprets blood tests and medical reports
Monech,95,[383],48,9.44943600950432,5,4,fintech automated platform which will help users to take their financial decisions
Teach Us,183,[383],48,9.44943600950432,5,4,edtech educational portal which enables the students to access information related to education at one common platform
Dealberg,9,[4330],48,,5,4,b2b marketplace deals in office supplies
Phenom People,183,[4616],48,17.216707972959764,5,4,hr tech it redefines the means to search for a job and recruit top talent
Extra Edge,127,"[3940, 1844]",48,13.45883704259595,5,4,edtech admission marketing automation software for the education industry
Capital Quotient,9,[4330],48,13.304686600863562,5,4,fintech investment advisor
Karfa,38,[4330],48,10.12667110305036,5,4,ecommerce it sells products crafted by artisans
Bounce,9,"[135, 662]",48,18.395362946224484,5,4,automotive and rentals offers a variety of bikes and scooters that can be rented on a subscription basis
Zinier,9,[1740],48,18.31532023940565,5,4,automation provides intelligent field service automation
ProEves,38,[17],48,13.136268254957963,5,4,preschool daycare provides tech enabled end to end childcare support solutions for corporate and retail consumers
Aesthetic Nutrition,183,[1047],48,,5,4,food diet markets and sells chewable dietary supplements
Ninjacart,9,"[1362, 3843]",48,16.118095750958314,5,4,b2b agritech online grocery delivery platform
TechnifyBiz,183,"[2875, 1903]",48,14.508658238524095,5,4,b2b agritech online marketplace for non perishable food items
Wysh,60,[2084],48,14.508658238524095,5,4,e connect celebrity engagement and wishing platform
Keito,127,[4030],48,11.982935344196433,5,4,ai enterprise productivity startup
Klub,183,[3727],48,14.508658238524095,5,4,fintech provides growth financing to high affinity brands
Aadhar,95,"[3940, 1955, 2282]",48,,5,4,ecommerce ayurveda wellness and lifestyle consumer brand
IncubateHub,18,[4453],48,,5,4,tech hub provides platform for corporates to connect establish brand presence among innovation community
Rage Coffee,38,[3358],48,,5,4,fmcg provides effective instant coffee infused with natural brain vitamins plant based cognitive enhancers
Skilancer,111,[4453],48,,5,4,technology solar module cleaning system mcs providers
Harappa Education,102,[1978],48,,5,4,edtech provides online courses on foundational skills
Axio Biosolutions,9,[2866],48,15.46416937585933,5,4,medtech medical device manufacturer
Techbooze,183,[3923],48,16.52356082573315,5,4,consultancy business development consulting and funding facilitator for startups enterprise
PayMart,29,"[1774, 936]",48,,5,4,fintech provides cardless cash withdrawals through small merchants shops
Testbook,183,[1939],48,15.943742382861155,5,4,edtech helps students prepare online for competitive exams
FabAlley,111,[4280],48,13.910821646859095,5,4,ecommerce online fashion store
HaikuJAM,183,"[2302, 1205]",48,15.039286283703994,5,4,creative writing mobile platform
Mamaearth,183,[3726],48,16.722411672456456,5,4,ecommerce online baby and mother care brand
Rentomojo,183,[1433],48,14.508658238524095,5,4,rental furniture electronics and appliance centric consumer leasing platform
Zomato,183,[455],48,18.826145858727198,5,4,foodtech online food delivery and restaurant discovery platform
Byju,183,[4232],48,19.11382792951231,5,4,edtech provides online learning classes
Generico,95,[283],48,14.151983508870947,5,4,pharmacy generic medicine focussed retail chain
HighRadius,60,[1740],48,18.643824303266577,5,4,saas an ai based platform to automate accounts receivables and treasury processes
Chai Kings,31,[4207],48,13.815511557963774,5,4,beverage it offers a range of tea in various flavour
Rivigo,54,[4280],48,15.039286283703994,5,4,logistics it offers delivery services across india to retail e commerce pharmaceutical automobile and fmcg companies
BuildPan,67,"[1616, 1986, 4758]",48,,5,4,saas it helps developers to test integrate and deploy apps
Shiksha,183,[2649],48,12.10625783509458,5,4,edtech it makes college selection easy for students looking to pursue ug and pg courses in india and abroad
Super Surfaces,60,[4558],48,13.122365377402328,5,4,deisgning a design solution based company
Quicko,4,"[4712, 3213]",48,12.54254845357358,5,4,taxation online tax planning and filing platform
Satin Creditcare,52,[630],48,16.52356082573315,5,4,fintech a micro finance company
XpressBees,183,[247],48,16.118095750958314,5,4,logistics provides end to end supply chain solutions
FarmERP,127,[4177],48,,5,4,agritech smart agriculture management erp software platform
Wealth Bucket,183,"[2825, 4532]",48,14.914123179965662,5,4,fintech an online platform for mutual fund investments
GoMechanic,38,"[956, 3715, 2897]",48,16.503358119776173,5,4,automobile technology find automobile repair and maintenance service providers
Fashor,31,[3942],48,13.815511557963774,5,4,fashion women s fashion and apparel
Leverage Edu,38,"[1047, 813]",48,14.220976332738882,5,4,edtech ai enabled marketplace that provides career guidance
Purplle,95,[4473],48,15.894952224644102,5,4,cosmetics online makeup and beauty products retailer
Shuttl,38,[3534],48,15.900312830217915,5,4,transport app based bus aggregator serice
Pando,31,[956],48,16.012735246411598,5,4,logitech networked logistics management software
Vogo,9,[2318],48,16.811242881518265,5,3,automotive a scooter sharing platform allowing users to rent a two wheeler from specific designated pick up points
Flick Stree,95,[3593],48,14.914123179965662,5,3,ai media artificial intelligence based video publishing network
MinionLabs,9,[1844],48,,5,3,machine learning it leverages a machine learning based approach to generate a comprehensive report on predictive analytics
Josh Talks,58,[2518],48,14.220976332738882,5,3,media community of young individuals providing a platform to showcase their stories
PhoneParLoan,38,[150],48,,5,3,fintech provides easy loans
RailYatri,111,"[2692, 3594]",48,16.440179222591198,5,3,travel a complete indian railways app
AjnaLens,169,"[2391, 190]",48,14.220976332738882,5,3,deeptech it leverages technologies such as ar vr ai to offer hardware in areas such as education and defence
Rupeek,9,"[1427, 734, 780, 3726, 135]",48,17.216707972959764,5,3,fintech an asset backed online lending platform
Invideo,183,[3725],48,14.731801689838349,5,3,visual media video production and editing platform
AvalonMeta,183,[2978],48,12.948012371209098,5,3,edtech it combines higher education and competitive gaming
Near Store,95,[3682],48,12.611541086966115,5,3,ecommerce enables a shop to create an online presence
ElecTorq,38,[182],48,,5,3,automobile electric vehicle startup
Prayaan Capital,31,[153],48,13.997832948091215,5,3,fintech nbfc that lends to micro small and medium sized enterprises msmes
Sanfe,38,"[4015, 676, 1253, 4248]",48,13.910821646859095,5,3,hygiene women health care and wellness product
Swiggy,9,[3103],48,18.542898385526172,5,3,foodtech platform to order food online from restaurants and getting it delievered
Unacademy,9,"[1317, 1492, 3726, 2761, 3981, 813]",48,18.5159909328476,5,3,edtech platform that offers online education in india
Zvesta,54,[1695],48,15.520258832020865,5,3,proptech an online platform where users can search and buy properties listed by developers and brokers
Dunzo,9,[283],48,16.213405921671733,5,3,logistics india based hyperlocal delivery startup
Digit Insurance,9,"[4542, 480]",48,12.73670383776449,5,3,insurtech general insurance company
Yolo,54,[4330],48,13.304686600863562,5,3,transport intercity transportation
SmartVizX,183,[3424],48,14.149838354058456,5,3,vr saas it developed india s first vr based design communication and collaboration product trezi
Carbon Clean,183,"[4587, 948, 2480]",48,16.588099342704055,5,3,cleantech develops affordable carbon capture technology
Genius Corner,111,"[2398, 2051, 2680, 3959]",48,12.429220196836383,5,3,edtech framework to enable personalised learning using artificial intelligence ai and machine learning ml
PlanetSpark,54,"[1844, 2257, 1722]",48,13.013666190132906,5,3,edtech provides neighbourhood learning zones where children learn and develop new age skills under one roof
Simsim,9,"[135, 3803, 1535]",48,15.894952224644102,5,3,social commerce it enables community opinion influencers to sell products to thousands of micro communities in india
Shuttl,38,[3533],48,15.891910102458752,5,3,transport app based bus aggregator serice
ClassMonitor,67,[593],48,,5,3,edtech the learning platform that blends curriculum based activities for children
Friyey,127,[4159],48,,5,3,co working co working space startup
Oga,9,[1864],48,12.706850963741102,5,3,fitness provides interactive fitness experience to people across the world
Big Basket,9,[4280],48,15.068273812173887,5,3,estore online grocery store
CYFIRMA,9,[4699],48,,5,3,saas offer cybersecurity services
Innoviti,9,[1314],48,15.424948670398354,5,3,digital payments solutions company
Paytm money,9,[2883],48,15.53827733427679,5,3,fintech wealth management
Yap,31,"[353, 2218, 2027]",48,14.15341105984318,5,3,fintech banking and payment products focused api platform
Clover,9,"[2875, 135, 2507]",48,15.520258832020865,5,3,agritech provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits
Nova Credit,183,"[2169, 896, 1820, 2841, 1495]",48,17.72753358339242,5,3,fintech cross border consumer credit startup
Furlenco,9,[962],48,14.603968372873895,5,3,ecommerce furniture rental startup
Brick&Bolt,9,[4075],48,14.220976332738882,5,3,operates in the residential construction space
MoEngage,9,[1241],48,17.034386422832473,5,3,marketing customer analytics and cross channel engagement platform
Classplus,183,"[813, 3714]",48,14.731801689838349,5,3,edtech it allows coaching centres to take their brick and mortar setup online
Chaayos,183,[4225],48,16.88356353960952,5,3,beverages provides customised range of tea
Altor,183,[4453],48,,5,3,tech makes helmets that are iot and ai enabled
Pepperfry,95,[2994],48,17.50439003707821,5,3,e market online home furniture marketplace
FirstCry,127,[3901],48,19.505870015666712,5,3,e market baby products marketplace
Waycool,31,[2295],48,17.281246492014,5,3,agritech food development and distribution services
WorkIndia,183,[4647],48,15.607270193858982,5,3,hr tech an online and mobile based platform that connects companies with blue collar employees
Qyuki,95,[1872],48,15.068273812173887,5,3,media multi channel broadcast network
Leap India,34,[2736],48,17.216707972959764,5,3,agritech agricultural warehousing and logistics company
Picxy,60,"[1357, 397, 91, 3307]",48,12.429220196836383,5,3,media stock photo industry
Krimanshi,74,[547],48,9.90353755128617,5,3,agritech sustainable system to feed animals by valorizing food residues and surplus into highly nutritious feeds
NEETprep,38,[1842],48,,5,3,edtech provides crash course for neet preparation
Kuku FM,95,[4477],48,15.520258832020865,5,3,media a podcast platform
SuperMoney,95,[4375],48,13.815511557963774,5,3,fintech provides financial tools for effective business making
AlphaVector,9,"[634, 4248]",48,,5,3,e tailor it sells modern age bicycles named frog
Fox Capital,70,[1906],48,14.731801689838349,5,3,fintech digital lending startup
Tribe Theory,9,[4240],48,15.068273812173887,5,3,accomodation an entrepreneur focused hostel chain present in multiple locations across the world
Fleetx,183,[720],48,14.153696325652227,5,3,saas fleet management and predictive analytics platform
Embibe,95,[3365],48,16.35065877843896,5,3,edtech it provides ai based data analytics to personalise learning outcomes
Entri,79,[1535],48,14.151983508870947,5,3,edtech it is a app that provides different types of learning content in local languages
Oye! Rickshaw,183,[956],48,16.118095750958314,5,3,e mobility app based electric rickshaw hailing service
Seal Professional,9,[1278],48,,5,3,edtech trains students in managemnt and leadership skills and also helps in placement
Sprinng Foods,95,"[2571, 1871]",48,,5,3,food provides gluten free food
1MG,54,[778],48,16.108045416114916,5,3,healthtech online pharmacy
Aagey,9,"[1955, 2140, 1500, 4059, 4519]",48,,5,3,fintech provides financial assistance to msmes
Freshokartz,71,"[3230, 1896]",48,13.815511557963774,5,10,agritech freshokartz provides soil data based crop and fertilisers recommendation to farmers and delivery seeds pesticides
FlexiLoans,95,[55],48,15.607270193858982,5,10,fintech an online lending platform started with an endeavour to solve the problem that smes face in accessing quick flexible and adequate funds for growing their businesses
Agrix,123,[2464],48,,5,10,agritech farming as a service covering farm machinery and agri input services and provides market linkages especially for fragmented farm owners
BharatAgri,127,"[8, 1833]",48,,5,10,agritech a smart farming technology platform for indian farmers
FreshtoHome,9,"[553, 1939]",48,18.61130111182548,5,10,e commerce freshtohome is an e commerce platform for fresh and chemical free seafood
Credable,95,[2847],48,15.319588176962746,5,10,fintech credable provides working capital supply chain finance programs for large enterprises and their suppliers and distributors
Railofy,95,"[3457, 745]",48,15.424948670398354,5,10,transportation railofy is a wl rac protection that enables waitlisted passengers to reach their destination at the lowest possible price
Finova Capital,71,"[3718, 1321]",48,17.822843761378564,5,10,fintech finova capital is a non banking financial company
Teachmint,9,[2309],48,15.068273812173887,5,10,edtech teachmint is an easy to use platform for tutors to conduct unlimited live classes and manage their classrooms
Peel-Works,95,"[868, 852]",48,14.914123179965662,5,10,e commerce peel works is a tech and data analytics company specializing in e commerce for corner stores
Janani,9,[52],48,12.206077645517674,5,10,fertility tech janani aims to make the process of infertility treatment and assisted fertilisation easier
Credgenics,54,"[131, 4042]",48,15.009433329466965,5,10,fintech credgenics is a tech enabled platform backed by titan capital helping fintech lenders and banks in their critical npa reduction
Finelistings,102,[2048],48,,5,10,luxury car startup a used luxury car marketplace
Wellversed,102,"[2069, 3745]",48,,5,10,healthcare wellversed health enables production of customised clinical food products specific to health requirements of a demography or an individual
Nykaa,95,"[246, 2125]",48,,5,10,cosmetics nykaa is an online marketplace for different beauty and wellness products
Jumbotail,9,[2762],48,16.213405921671733,5,10,e commerce jumbotail is solving an important problem of organising food and grocery ecosystem in india through technology data science and design
Winzo,102,"[2413, 1002]",48,14.508658238524095,5,10,gaming startup winzo is a mobile e sports social gaming platform that offers monetary benefits and prizes to players
mCaffeine,95,"[3175, 316]",48,15.424948670398354,5,10,cosmetics mcaffeine is a personal care brand that offers caffein infused face body and hair care products
Pocket FM,9,"[4242, 2307]",48,15.424948670398354,5,10,fm pocket fm is an audiobook podcast app that brings you over 10k popular audiobooks
Snackible,95,"[2645, 2653]",48,,5,10,healthcare snackible operates a health food production company designed to sell healthy snack food via online and offline channels
FreshtoHome,9,"[553, 1939]",48,16.588099342704055,5,10,e commerce freshtohome is an e commerce platform for fresh and chemical free seafood
Jumbotail,9,"[2761, 909]",48,16.213405921671733,5,10,retail jumbotail is solving an important problem of organising food and grocery ecosystem in india
Nykaa,95,"[2125, 3981]",48,,5,10,e commerce nykaa is an online marketplace for different beauty and wellness products
TagZ Foods,9,"[1296, 3769]",48,,5,10,food tagz foods is a supplier of snacks and food products
Genius Teacher,95,"[3613, 1065]",48,14.508658238524095,5,10,edtech genius teacher creates engaging educational content delivers fun learning experience to the students
Krimanshi Feeds,74,"[3230, 76]",48,13.122365377402328,5,10,nutrition sector krimanshi aims to increase rural income by improving the productivity of indian cattle with better quality feed
Origo,54,[2827],48,15.201805169084134,5,10,agritech provider of marketing and warehousing services for agricultural commodities
GetVantage,95,"[3597, 4453]",48,15.424948670398354,5,10,fintech getvantage is india and southeast asia s first fintech enabled revenue based financing platform
Betterplace,9,[2044],48,16.118095750958314,5,10,tech platform developer of a digital verification platform designed to manage the semi formal workforce
Biddano,95,[4627],48,13.304686600863562,5,10,healthcare india s 1st tech enabled healthcare logistics platform
InVideo,95,"[706, 3718]",48,16.52356082573315,5,10,video invideo enables you to transform your content into great videos
Arzooo,9,"[31, 1967]",48,15.830413711839864,5,10,retail tech retail tech platform empowering 300 000 small retailers in electronics space to compete with big organised players and increase sales
Hubilo,146,"[2803, 2035]",48,15.319588176962746,5,10,tech company world s smartest virtual event platform that brings experience intelligence together
BASIC Home Loan,54,[2992],48,15.424948670398354,5,10,fintech a platform for automating home loans for middle and low income households in india
Ketos,147,"[968, 1800]",48,16.705882371415992,5,10,ai startup ketos provides hardware and software analytics solutions and real time data for usage and flow across water systems
